mesh_id	mesh_term	drug_name	p_count	c_count
D009221	Myositis Ossificans	cromolyn	1	0
D009221	Myositis Ossificans	aprepitant	1	0
D009221	Myositis Ossificans	saracatinib	1	0
D009221	Myositis Ossificans	vandetanib	1	0
D009221	Myositis Ossificans	quercetin	1	0
D009221	Myositis Ossificans	dasatinib	1	0
D009222	Myotonia	retigabine	1	0
D009222	Myotonia	flupirtine	1	0
D009222	Myotonia	lamotrigine	1	0
D009222	Myotonia	linopirdine	1	0
D009222	Myotonia	mexiletine	1	1
D009222	Myotonia	propafenone	1	0
D009222	Myotonia	riluzole	1	0
D009222	Myotonia	lubeluzole	1	0
D009222	Myotonia	orphenadrine	1	0
D009222	Myotonia	flecainide	1	0
D009222	Myotonia	carbamazepine	1	0
D009222	Myotonia	hc-067047	1	0
D009222	Myotonia	gsk2193874	1	0
D009223	Myotonic Dystrophy	compound 9	1	0
D009223	Myotonic Dystrophy	compound 11	1	0
D009223	Myotonic Dystrophy	glucose	1	0
D009223	Myotonic Dystrophy	heptamidine	1	0
D009223	Myotonic Dystrophy	1a	1	0
D009223	Myotonic Dystrophy	2a	1	0
D009224	Myotonia Congenita	nadolol	1	0
D009224	Myotonia Congenita	mexiletine	2	0
D009224	Myotonia Congenita	s-propranolol	1	0
D009224	Myotonia Congenita	salbutamol	1	0
D009224	Myotonia Congenita	propranolol	1	0
D009224	Myotonia Congenita	clenbuterol	1	0
D009224	Myotonia Congenita	lacosamide	1	0
D009224	Myotonia Congenita	ranolazine	2	0
D009224	Myotonia Congenita	retigabine	1	0
D009290	Narcolepsy	jnj-10397049	1	0
D009290	Narcolepsy	sb-649868	1	0
D009290	Narcolepsy	gsk-1059865	1	0
D009290	Narcolepsy	caf	1	0
D009290	Narcolepsy	alm	1	0
D009290	Narcolepsy	des	1	0
D009290	Narcolepsy	ro5263397	1	0
D009290	Narcolepsy	mod	1	0
D009290	Narcolepsy	ro5256390	1	0
D009290	Narcolepsy	modafinil	2	2
D009290	Narcolepsy	flecainide	1	0
D009290	Narcolepsy	amphetamine	1	0
D009290	Narcolepsy	(s)-ce-123	1	0
D009290	Narcolepsy	r-modafinil	1	1
D009290	Narcolepsy	abt-239	1	0
D009290	Narcolepsy	morphine	1	0
D009290	Narcolepsy	solriamfetol	1	0
D009290	Narcolepsy	pitolisant	1	0
D009290	Narcolepsy	d-amphetamine	1	0
D009290	Narcolepsy	orexin-a	1	0
D009290	Narcolepsy	40	1	0
D009290	Narcolepsy	2	1	0
D009293	Opioid-Related Disorders	pt150	2	0
D009293	Opioid-Related Disorders	suvorexant	1	0
D009293	Opioid-Related Disorders	naloxone	14	1
D009293	Opioid-Related Disorders	alum	5	0
D009293	Opioid-Related Disorders	ini-4001	2	0
D009293	Opioid-Related Disorders	oxytocin	2	0
D009293	Opioid-Related Disorders	clozapine n-oxide	1	0
D009293	Opioid-Related Disorders	mifepristone	1	0
D009293	Opioid-Related Disorders	ceftriaxone	4	0
D009293	Opioid-Related Disorders	fentanyl	8	2
D009293	Opioid-Related Disorders	compound 21	1	0
D009293	Opioid-Related Disorders	hydrocodone	2	0
D009293	Opioid-Related Disorders	oxycodone	13	2
D009293	Opioid-Related Disorders	cannabidiol	1	1
D009293	Opioid-Related Disorders	tetrahydrocannabinol	1	0
D009293	Opioid-Related Disorders	delta9-tetrahydrocannabinol	3	0
D009293	Opioid-Related Disorders	l-cysteine ethyl ester	1	0
D009293	Opioid-Related Disorders	l-cysteine	1	0
D009293	Opioid-Related Disorders	liraglutide	2	0
D009293	Opioid-Related Disorders	atropine	1	0
D009293	Opioid-Related Disorders	morphine	36	2
D009293	Opioid-Related Disorders	buprenorphine	18	2
D009293	Opioid-Related Disorders	prazosin	2	0
D009293	Opioid-Related Disorders	ondansetron	2	1
D009293	Opioid-Related Disorders	(+)-naloxone	2	0
D009293	Opioid-Related Disorders	minocycline	1	1
D009293	Opioid-Related Disorders	(+)-naltrexone	3	0
D009293	Opioid-Related Disorders	6beta-naltrexol	1	0
D009293	Opioid-Related Disorders	nalmefene	1	0
D009293	Opioid-Related Disorders	ascorbic acid	1	0
D009293	Opioid-Related Disorders	haloperidol	1	0
D009293	Opioid-Related Disorders	mk 801	1	0
D009293	Opioid-Related Disorders	saline	1	0
D009293	Opioid-Related Disorders	lobeline	1	0
D009293	Opioid-Related Disorders	heroin	6	1
D009293	Opioid-Related Disorders	modafinil	1	0
D009293	Opioid-Related Disorders	methadone	10	1
D009293	Opioid-Related Disorders	naltrexone	15	1
D009293	Opioid-Related Disorders	l-364,718	1	0
D009293	Opioid-Related Disorders	cck-8	1	0
D009293	Opioid-Related Disorders	mirtazapine	1	0
D009293	Opioid-Related Disorders	baclofen	1	0
D009293	Opioid-Related Disorders	phaclofen	1	0
D009293	Opioid-Related Disorders	memantine	2	1
D009293	Opioid-Related Disorders	am281	1	0
D009293	Opioid-Related Disorders	clonidine	3	2
D009293	Opioid-Related Disorders	propranolol	2	1
D009293	Opioid-Related Disorders	keyhole limpet hemocyanin	3	0
D009293	Opioid-Related Disorders	capsazepine	1	0
D009293	Opioid-Related Disorders	mp-10	1	0
D009293	Opioid-Related Disorders	am4113	1	0
D009293	Opioid-Related Disorders	pf-3845	2	0
D009293	Opioid-Related Disorders	urb597	1	0
D009293	Opioid-Related Disorders	am251	2	0
D009293	Opioid-Related Disorders	am6527	1	0
D009293	Opioid-Related Disorders	sa-57	2	0
D009293	Opioid-Related Disorders	jzl184	1	0
D009293	Opioid-Related Disorders	nalbuphine	1	0
D009293	Opioid-Related Disorders	compound 11	1	0
D009293	Opioid-Related Disorders	dextromethorphan	2	0
D009293	Opioid-Related Disorders	ramelteon	1	0
D009293	Opioid-Related Disorders	delta9-thc	1	0
D009293	Opioid-Related Disorders	5-aza-2'-deoxycytidine	1	0
D009293	Opioid-Related Disorders	lorcaserin	5	1
D009293	Opioid-Related Disorders	compound 19	1	0
D009293	Opioid-Related Disorders	cp55,940	2	0
D009293	Opioid-Related Disorders	nimodipine	1	0
D009293	Opioid-Related Disorders	sb 242084	1	0
D009293	Opioid-Related Disorders	jmv2959	2	0
D009293	Opioid-Related Disorders	metformin	1	0
D009293	Opioid-Related Disorders	dezocine	1	0
D009293	Opioid-Related Disorders	at-312	1	0
D009293	Opioid-Related Disorders	at-121	1	0
D009293	Opioid-Related Disorders	b8	1	0
D009293	Opioid-Related Disorders	b1	1	0
D009293	Opioid-Related Disorders	ketamine	2	1
D009293	Opioid-Related Disorders	sr141716	1	0
D009293	Opioid-Related Disorders		0	0
D009293	Opioid-Related Disorders	methyllycaconitine	1	0
D009293	Opioid-Related Disorders	alpha-flupenthixol	1	0
D009293	Opioid-Related Disorders	n-acetylcysteine	1	0
D009293	Opioid-Related Disorders	hjc0122	1	0
D009293	Opioid-Related Disorders	aniracetam	1	0
D009293	Opioid-Related Disorders	nfp	1	0
D009293	Opioid-Related Disorders	sb334867	1	0
D009293	Opioid-Related Disorders	tcsox229	1	0
D009293	Opioid-Related Disorders	vk4-116	1	0
D009293	Opioid-Related Disorders	topiramate	1	0
D009293	Opioid-Related Disorders	nalfurafine	1	0
D009293	Opioid-Related Disorders	salvinorin a	1	0
D009293	Opioid-Related Disorders	nor-bni	1	0
D009293	Opioid-Related Disorders	cocaine	1	0
D009293	Opioid-Related Disorders	mitragynine	1	0
D009293	Opioid-Related Disorders	amitifadine	1	0
D009293	Opioid-Related Disorders	remifentanil	2	0
D009293	Opioid-Related Disorders	bupropion	1	0
D009293	Opioid-Related Disorders	4	1	0
D009293	Opioid-Related Disorders	vincamine	1	0
D009293	Opioid-Related Disorders	ml375	1	0
D009293	Opioid-Related Disorders	trv130	1	0
D009293	Opioid-Related Disorders	metoclopramide	1	0
D009293	Opioid-Related Disorders	myriocin	1	0
D009293	Opioid-Related Disorders	fty720	1	0
D009293	Opioid-Related Disorders	d24m	1	0
D009293	Opioid-Related Disorders	ly2828360	1	0
D009293	Opioid-Related Disorders	l-tetrahydropalmatine	1	0
D009293	Opioid-Related Disorders	eticlopride	1	0
D009293	Opioid-Related Disorders	norbni	1	0
D009293	Opioid-Related Disorders	exendin-4	2	0
D009293	Opioid-Related Disorders	tt-3	1	0
D009293	Opioid-Related Disorders	isoflurane	1	0
D009293	Opioid-Related Disorders	alfentanil	2	0
D009293	Opioid-Related Disorders	propofol	1	0
D009293	Opioid-Related Disorders	dexmedetomidine	1	1
D009293	Opioid-Related Disorders	sufentanil	2	0
D009293	Opioid-Related Disorders	atipamezole	1	0
D009293	Opioid-Related Disorders	ngb 2904	1	0
D009293	Opioid-Related Disorders	skf 77434	1	0
D009293	Opioid-Related Disorders	sr17018	1	0
D009293	Opioid-Related Disorders	oliceridine	1	0
D009293	Opioid-Related Disorders	estradiol	1	0
D009293	Opioid-Related Disorders	bak4-54	1	0
D009293	Opioid-Related Disorders	cab2-015	1	0
D009293	Opioid-Related Disorders	risperidone	1	0
D009293	Opioid-Related Disorders	pg01037	1	0
D009293	Opioid-Related Disorders	diazepam	1	0
D009293	Opioid-Related Disorders	tramadol	1	1
D009293	Opioid-Related Disorders	oleoyl alanine	1	0
D009293	Opioid-Related Disorders	mk886	1	0
D009293	Opioid-Related Disorders	oleoyl glycine	1	0
D009293	Opioid-Related Disorders	maraviroc	1	1
D009293	Opioid-Related Disorders	melatonin	1	0
D009293	Opioid-Related Disorders	disulfiram	1	1
D009293	Opioid-Related Disorders	n-ethylmaleimide	1	0
D009293	Opioid-Related Disorders	phenylmethylsulfonyl fluoride	1	0
D009293	Opioid-Related Disorders	lofexidine	1	1
D009293	Opioid-Related Disorders	ro5263397	1	0
D009293	Opioid-Related Disorders	sb-612111	2	0
D009293	Opioid-Related Disorders	ro 64-6198	1	0
D009293	Opioid-Related Disorders	nktr-181	1	0
D009293	Opioid-Related Disorders	bup	1	0
D009293	Opioid-Related Disorders	acetylfentanyl	1	0
D009293	Opioid-Related Disorders	(r)-abs01-113	1	0
D009293	Opioid-Related Disorders	(s)-abs01-113	1	0
D009293	Opioid-Related Disorders	mrs5698	1	0
D009293	Opioid-Related Disorders	ib-meca	1	0
D009293	Opioid-Related Disorders	ma	1	0
D009293	Opioid-Related Disorders	rap-103	1	0
D009293	Opioid-Related Disorders	l-368,899	1	0
D009293	Opioid-Related Disorders	dora-12	1	0
D009293	Opioid-Related Disorders	ic87201	1	0
D009293	Opioid-Related Disorders	zl006	1	0
D009293	Opioid-Related Disorders	thienorphine	1	0
D009293	Opioid-Related Disorders	6e1	1	0
D009293	Opioid-Related Disorders	secretome	1	0
D009293	Opioid-Related Disorders	u0126	1	0
D009293	Opioid-Related Disorders	rimonabant	2	0
D009293	Opioid-Related Disorders	cpg	1	0
D009293	Opioid-Related Disorders	cpg odn 1826	1	0
D009293	Opioid-Related Disorders	crm197	1	0
D009293	Opioid-Related Disorders	tetanus toxoid	1	0
D009293	Opioid-Related Disorders	crm	1	0
D009293	Opioid-Related Disorders	trehalose	1	0
D009293	Opioid-Related Disorders	gat229	1	0
D009293	Opioid-Related Disorders	cariprazine	1	0
D009298	Nasal Polyps	montelukast	1	0
D009298	Nasal Polyps	dexamethasone	1	0
D009302	Nasopharyngeal Diseases	al(oh)3	1	0
D009302	Nasopharyngeal Diseases	wcb	1	0
D009303	Nasopharyngeal Neoplasms	mk-2206	1	0
D009303	Nasopharyngeal Neoplasms	s12	1	0
D009303	Nasopharyngeal Neoplasms	ganciclovir	1	0
D009303	Nasopharyngeal Neoplasms	irradiation	1	0
D009303	Nasopharyngeal Neoplasms	abt-199	1	0
D009303	Nasopharyngeal Neoplasms	suberoylanilide hydroxamic acid	1	0
D009303	Nasopharyngeal Neoplasms	gemcitabine	1	1
D009303	Nasopharyngeal Neoplasms	cucurbitacin b	1	0
D009303	Nasopharyngeal Neoplasms	dihydromyricetin	1	0
D009303	Nasopharyngeal Neoplasms	cisplatin	1	1
D009325	Nausea	ondansetron	4	1
D009325	Nausea	tropisetron	1	0
D009325	Nausea	bemesetron	1	0
D009325	Nausea	indisetron	1	0
D009325	Nausea	azasetron	1	0
D009325	Nausea	granisetron	1	1
D009325	Nausea	dolasetron	1	0
D009325	Nausea	renzapride	1	0
D009325	Nausea	zacopride	1	0
D009325	Nausea	ramosetron	1	0
D009325	Nausea	mb12662	1	0
D009325	Nausea	aprepitant	1	1
D009325	Nausea	palonosetron	1	1
D009325	Nausea	netupitant	1	1
D009325	Nausea	dexamethasone	1	1
D009325	Nausea	cannabidiol	1	0
D009325	Nausea	mjn110	1	0
D009325	Nausea	ond	1	0
D009336	Necrosis	roxadustat	1	0
D009336	Necrosis	sodium nitroprusside	1	0
D009336	Necrosis	tetramethylpyrazine	1	0
D009336	Necrosis	pentoxifylline	1	0
D009336	Necrosis	3-methyladenine	1	0
D009336	Necrosis	gastrodin	1	0
D009336	Necrosis	nomega-nitro-l-arginine methyl ester	1	0
D009336	Necrosis	tetrandrine	1	0
D009336	Necrosis	apigenin	1	0
D009336	Necrosis	naringin	1	0
D009336	Necrosis	ferulic acid methyl ester	1	0
D009349	Nematode Infections	levamisole	1	0
D009349	Nematode Infections	piperazine	1	0
D009349	Nematode Infections	mebendazole	1	0
D009349	Nematode Infections	tribendimidine	2	0
D009349	Nematode Infections	ivermectin	1	0
D009349	Nematode Infections	pyrantel	2	0
D009349	Nematode Infections	cry5b	2	0
D009349	Nematode Infections	5b	1	0
D009349	Nematode Infections	5d	1	0
D009349	Nematode Infections	5h	1	0
D009349	Nematode Infections	albendazole	2	0
D009349	Nematode Infections	5a	1	0
D009349	Nematode Infections	5c	1	0
D009349	Nematode Infections	5g	1	0
D009349	Nematode Infections	4l	1	0
D009349	Nematode Infections	4h	1	0
D009349	Nematode Infections	4a	1	0
D009349	Nematode Infections	4g	1	0
D009349	Nematode Infections	4c	1	0
D009349	Nematode Infections	4i	1	0
D009349	Nematode Infections	4f	1	0
D009349	Nematode Infections	4k	1	0
D009349	Nematode Infections	4n	1	0
D009349	Nematode Infections	4d	1	0
D009349	Nematode Infections	4e	1	0
D009349	Nematode Infections	4b	1	0
D009349	Nematode Infections	sodium bicarbonate	1	0
D009357	Neonatal Abstinence Syndrome	buprenorphine	1	1
D009357	Neonatal Abstinence Syndrome	morphine	1	1
D009357	Neonatal Abstinence Syndrome	gvg	1	0
D009357	Neonatal Abstinence Syndrome	n-acetylcysteine	1	0
D009357	Neonatal Abstinence Syndrome	6bn	1	0
D009357	Neonatal Abstinence Syndrome	methadone	1	1
D009357	Neonatal Abstinence Syndrome	oxytocin	1	0
D009362	Neoplasm Metastasis	eupalinolide j	1	0
D009362	Neoplasm Metastasis	dactolisib	1	0
D009362	Neoplasm Metastasis	ddp	1	0
D009362	Neoplasm Metastasis	jp1	1	0
D009362	Neoplasm Metastasis	paclitaxel	8	1
D009362	Neoplasm Metastasis	doxorubicin	4	1
D009362	Neoplasm Metastasis	azd1390	1	0
D009362	Neoplasm Metastasis	ionizing radiation	1	0
D009362	Neoplasm Metastasis	heparin	1	0
D009362	Neoplasm Metastasis	omacetaxine	1	0
D009362	Neoplasm Metastasis	palbociclib	1	0
D009362	Neoplasm Metastasis	nk105	1	0
D009362	Neoplasm Metastasis	gemcitabine	1	1
D009362	Neoplasm Metastasis	ave1642	1	0
D009362	Neoplasm Metastasis	dapt	1	0
D009362	Neoplasm Metastasis	2-imidazole-1-yl-3-ethoxycarbonylpropionic acid	1	0
D009362	Neoplasm Metastasis	wkymvm	1	0
D009362	Neoplasm Metastasis	5-fluorouracil	2	2
D009362	Neoplasm Metastasis	dnase i	1	0
D009362	Neoplasm Metastasis	rnase a	1	0
D009362	Neoplasm Metastasis	saracatinib	1	0
D009362	Neoplasm Metastasis	lapatinib	3	0
D009362	Neoplasm Metastasis	compound 22	1	0
D009362	Neoplasm Metastasis	compound e	1	0
D009362	Neoplasm Metastasis	mln8237	1	0
D009362	Neoplasm Metastasis	mln8054	1	0
D009362	Neoplasm Metastasis	amd3100	2	0
D009362	Neoplasm Metastasis	peptide i	1	0
D009362	Neoplasm Metastasis	peptide r	1	0
D009362	Neoplasm Metastasis	dasatinib	2	1
D009362	Neoplasm Metastasis	yh16899	1	0
D009362	Neoplasm Metastasis	sac-1004	1	0
D009362	Neoplasm Metastasis	cisplatin	2	0
D009362	Neoplasm Metastasis	temozolomide	2	0
D009362	Neoplasm Metastasis	phosphate-buffered saline	1	0
D009362	Neoplasm Metastasis	il-2	1	1
D009362	Neoplasm Metastasis	nk cells	1	0
D009362	Neoplasm Metastasis	focused ultrasound	1	0
D009362	Neoplasm Metastasis	pegylated liposomal doxorubicin	1	0
D009362	Neoplasm Metastasis	galunisertib	1	1
D009362	Neoplasm Metastasis	atrial natriuretic peptide	1	0
D009362	Neoplasm Metastasis	bromhexine hydrochloride	1	0
D009362	Neoplasm Metastasis	ursolic acid	1	0
D009362	Neoplasm Metastasis	wp1066	1	0
D009362	Neoplasm Metastasis	yl529	1	0
D009362	Neoplasm Metastasis	deguelin	1	0
D009362	Neoplasm Metastasis	nktr-102	1	1
D009362	Neoplasm Metastasis	irinotecan	2	1
D009362	Neoplasm Metastasis	thymoquinone	1	0
D009362	Neoplasm Metastasis	nanoparticle albumin-bound paclitaxel	1	0
D009362	Neoplasm Metastasis	poly i:c	1	0
D009362	Neoplasm Metastasis	human serum albumin	1	0
D009362	Neoplasm Metastasis	succinobucol	1	0
D009362	Neoplasm Metastasis	lysine	1	0
D009362	Neoplasm Metastasis	mifepristone	3	0
D009362	Neoplasm Metastasis	doxycycline hyclate	1	0
D009362	Neoplasm Metastasis	aspirin	2	0
D009362	Neoplasm Metastasis	metformin	1	0
D009362	Neoplasm Metastasis	grifolin	1	0
D009362	Neoplasm Metastasis	2cp	1	0
D009362	Neoplasm Metastasis	cddp	1	0
D009362	Neoplasm Metastasis	amiodarone	1	0
D009362	Neoplasm Metastasis	tamoxifen	2	0
D009362	Neoplasm Metastasis	pbs	1	0
D009362	Neoplasm Metastasis	retinoic acid	1	0
D009362	Neoplasm Metastasis	diethylaminobenzaldehyde	1	0
D009362	Neoplasm Metastasis	tp-0903	1	0
D009362	Neoplasm Metastasis	dacarbazine	1	0
D009362	Neoplasm Metastasis	bevacizumab	2	1
D009362	Neoplasm Metastasis	trabectedin	1	0
D009362	Neoplasm Metastasis	trastuzumab	1	1
D009362	Neoplasm Metastasis	m2	1	0
D009362	Neoplasm Metastasis	vsv-hifnbeta-nis	1	0
D009362	Neoplasm Metastasis	sec	1	0
D009362	Neoplasm Metastasis	nal-iri	1	0
D009362	Neoplasm Metastasis	yq3	1	0
D009362	Neoplasm Metastasis	2b4	1	0
D009362	Neoplasm Metastasis	teijin compound 1	1	0
D009362	Neoplasm Metastasis	eribulin	1	1
D009362	Neoplasm Metastasis	argatroban	1	0
D009362	Neoplasm Metastasis	sc-560	1	0
D009362	Neoplasm Metastasis	clopidogrel	1	0
D009362	Neoplasm Metastasis	ns-398	1	0
D009362	Neoplasm Metastasis	eptifibatide	1	0
D009362	Neoplasm Metastasis	picotamide	1	0
D009362	Neoplasm Metastasis	curcumin	1	0
D009362	Neoplasm Metastasis	phomaketide a	1	0
D009362	Neoplasm Metastasis	apc	1	0
D009362	Neoplasm Metastasis	aba	1	0
D009362	Neoplasm Metastasis	emip	1	0
D009362	Neoplasm Metastasis	hyperthermia	1	0
D009362	Neoplasm Metastasis	amg-51	1	0
D009362	Neoplasm Metastasis	oridonin	1	0
D009362	Neoplasm Metastasis	temsirolimus	1	0
D009362	Neoplasm Metastasis	pp-121	1	0
D009362	Neoplasm Metastasis	vardenafil	1	0
D009362	Neoplasm Metastasis	milciclib	1	0
D009362	Neoplasm Metastasis	mk-0752	1	0
D009362	Neoplasm Metastasis	everolimus	1	1
D009362	Neoplasm Metastasis	azd3463	1	0
D009362	Neoplasm Metastasis	zoledronic acid	1	0
D009362	Neoplasm Metastasis	tnp-470	1	0
D009362	Neoplasm Metastasis	carboplatin	1	0
D009362	Neoplasm Metastasis	thalidomide	1	0
D009362	Neoplasm Metastasis	lenalidomide	1	0
D009362	Neoplasm Metastasis	azd9291	1	0
D009362	Neoplasm Metastasis	docetaxel	2	1
D009362	Neoplasm Metastasis	tpi-287	1	0
D009362	Neoplasm Metastasis	nab paclitaxel	1	0
D009362	Neoplasm Metastasis	ixabepilone	1	1
D009362	Neoplasm Metastasis	vinorelbine	1	1
D009362	Neoplasm Metastasis	niclosamide	1	0
D009362	Neoplasm Metastasis	atorvastatin	1	0
D009362	Neoplasm Metastasis	forskolin	1	0
D009362	Neoplasm Metastasis	dipyridamole	1	0
D009362	Neoplasm Metastasis	methylprednisolone	1	0
D009362	Neoplasm Metastasis	17beta-estradiol	1	0
D009362	Neoplasm Metastasis	sew2871	1	0
D009362	Neoplasm Metastasis	interferon-gamma	1	0
D009362	Neoplasm Metastasis	prednisolone	1	0
D009362	Neoplasm Metastasis	vnp20009	1	0
D009362	Neoplasm Metastasis	lps	1	0
D009362	Neoplasm Metastasis	vadimezan	1	0
D009362	Neoplasm Metastasis	nilotinib	1	0
D009362	Neoplasm Metastasis	vs-4718	1	0
D009362	Neoplasm Metastasis	pazopanib	1	0
D009362	Neoplasm Metastasis	bedaquiline	1	0
D009362	Neoplasm Metastasis	metapristone	1	0
D009362	Neoplasm Metastasis	ono-ae3-208	1	0
D009362	Neoplasm Metastasis	inv-1120	1	0
D009362	Neoplasm Metastasis	tppu	1	0
D009362	Neoplasm Metastasis	saline	1	0
D009362	Neoplasm Metastasis	mk-6	1	0
D009362	Neoplasm Metastasis	atra	1	0
D009362	Neoplasm Metastasis	c26	1	0
D009362	Neoplasm Metastasis	aza	1	0
D009362	Neoplasm Metastasis	zw4864	1	0
D009362	Neoplasm Metastasis	pizotifen	1	0
D009362	Neoplasm Metastasis	osimertinib	1	0
D009362	Neoplasm Metastasis	tranilast	1	0
D009362	Neoplasm Metastasis	radiation therapy	1	0
D009362	Neoplasm Metastasis	nktr-262	1	0
D009362	Neoplasm Metastasis	high-intensity focused ultrasound	1	0
D009362	Neoplasm Metastasis	rapamycin	1	0
D009362	Neoplasm Metastasis	bortezomib	1	0
D009362	Neoplasm Metastasis	2	1	0
D009362	Neoplasm Metastasis	sst0001	1	0
D009362	Neoplasm Metastasis	oxaliplatin	1	1
D009362	Neoplasm Metastasis	apd-1	1	0
D009362	Neoplasm Metastasis	cd40 agonist	1	0
D009362	Neoplasm Metastasis	cabazitaxel	1	0
D009362	Neoplasm Metastasis	sucrose	1	0
D009364	Neoplasm Recurrence, Local	bms777607	1	0
D009364	Neoplasm Recurrence, Local	atorvastatin	1	0
D009364	Neoplasm Recurrence, Local	sting agonist	1	0
D009364	Neoplasm Recurrence, Local	mit	1	0
D009369	Neoplasms	l	12	0
D009369	Neoplasms	ck666	1	0
D009369	Neoplasms	sorafenib	42	1
D009369	Neoplasms	l-sorbose	1	0
D009369	Neoplasms	celecoxib	17	2
D009369	Neoplasms	tak-676	1	0
D009369	Neoplasms	cpg odn	4	0
D009369	Neoplasms	trastuzumab	40	2
D009369	Neoplasms	vg2025	1	0
D009369	Neoplasms	vg161	2	0
D009369	Neoplasms	ternatin-4	1	0
D009369	Neoplasms	bevacizumab	36	2
D009369	Neoplasms	5-fu	39	2
D009369	Neoplasms	navitoclax	2	0
D009369	Neoplasms	alisertib	5	0
D009369	Neoplasms	bmp-7	1	0
D009369	Neoplasms	ponatinib	3	0
D009369	Neoplasms	evt801	1	0
D009369	Neoplasms	pazopanib	4	1
D009369	Neoplasms	cisplatin	147	3
D009369	Neoplasms	erbitux	1	1
D009369	Neoplasms	zl-1201	1	0
D009369	Neoplasms	rituximab	17	1
D009369	Neoplasms	taxanes	1	0
D009369	Neoplasms	capecitabine	7	1
D009369	Neoplasms	ctt	1	0
D009369	Neoplasms	taxol	43	1
D009369	Neoplasms	laser	48	0
D009369	Neoplasms	doxorubicin	283	2
D009369	Neoplasms	bortezomib	17	0
D009369	Neoplasms	cpg	22	0
D009369	Neoplasms	curcumin	23	0
D009369	Neoplasms	radachlorin	1	0
D009369	Neoplasms	photofrin	9	0
D009369	Neoplasms	poliovirus	1	0
D009369	Neoplasms	pentagastrin	1	0
D009369	Neoplasms	decitabine	8	1
D009369	Neoplasms	camptothecin	22	0
D009369	Neoplasms	eribulin	2	1
D009369	Neoplasms	dox	20	0
D009369	Neoplasms	atorvastatin	4	1
D009369	Neoplasms	cyclophosphamide	77	1
D009369	Neoplasms	polatuzumab vedotin	1	0
D009369	Neoplasms	trastuzumab-vc-mmae	1	0
D009369	Neoplasms	temozolomide	21	1
D009369	Neoplasms	ipatasertib	2	1
D009369	Neoplasms	gefitinib	18	0
D009369	Neoplasms	ml364	1	0
D009369	Neoplasms	e. coli	1	0
D009369	Neoplasms	fty-720	1	0
D009369	Neoplasms	laser irradiation	18	0
D009369	Neoplasms	14	2	0
D009369	Neoplasms	selumetinib	9	0
D009369	Neoplasms	irinotecan	44	1
D009369	Neoplasms	allogeneic car t cells	1	0
D009369	Neoplasms	pbs	78	0
D009369	Neoplasms	dac	1	1
D009369	Neoplasms	pm	2	0
D009369	Neoplasms	hp1	1	0
D009369	Neoplasms	p1	1	0
D009369	Neoplasms	p2	2	0
D009369	Neoplasms	morphine	3	1
D009369	Neoplasms	clonidine	1	0
D009369	Neoplasms	loperamide	1	0
D009369	Neoplasms	cpt-11	15	1
D009369	Neoplasms	talabostat mesylate	1	0
D009369	Neoplasms	dppa-1	1	0
D009369	Neoplasms	etoposide	21	2
D009369	Neoplasms	mcc950	1	0
D009369	Neoplasms	fty720	18	0
D009369	Neoplasms	radiation therapy	15	0
D009369	Neoplasms	total body irradiation	3	0
D009369	Neoplasms	indocyanine green	21	0
D009369	Neoplasms	art899	1	0
D009369	Neoplasms	art812	1	0
D009369	Neoplasms	brequinar	2	0
D009369	Neoplasms	dc661	2	0
D009369	Neoplasms	pembrolizumab	14	1
D009369	Neoplasms	avelumab	7	0
D009369	Neoplasms	nivolumab	16	1
D009369	Neoplasms	atezolizumab	17	1
D009369	Neoplasms	elimusertib	1	0
D009369	Neoplasms	cv8102	1	0
D009369	Neoplasms	trk-950	1	0
D009369	Neoplasms	durvalumab	3	1
D009369	Neoplasms	unc0379	1	0
D009369	Neoplasms	fht-1015	1	0
D009369	Neoplasms	igg	6	0
D009369	Neoplasms	bk1	1	0
D009369	Neoplasms	p16	1	0
D009369	Neoplasms	mnpc	1	0
D009369	Neoplasms	mncl2	4	0
D009369	Neoplasms	cddp	21	2
D009369	Neoplasms	bile acid	1	0
D009369	Neoplasms	apd-1	4	0
D009369	Neoplasms	mmae	4	0
D009369	Neoplasms	s63845	2	0
D009369	Neoplasms	azithromycin	2	1
D009369	Neoplasms	blu667	1	0
D009369	Neoplasms	trametinib	14	1
D009369	Neoplasms	amg900	1	0
D009369	Neoplasms	ev	1	0
D009369	Neoplasms	jq1	12	0
D009369	Neoplasms	oxaliplatin	45	2
D009369	Neoplasms	arn24928	1	0
D009369	Neoplasms	arn22089	2	0
D009369	Neoplasms	arn25062	1	0
D009369	Neoplasms	17-aag	7	0
D009369	Neoplasms	ropivacaine	3	0
D009369	Neoplasms	imiquimod	7	0
D009369	Neoplasms	raddeanin a	1	0
D009369	Neoplasms	caffeine	3	1
D009369	Neoplasms	artemisinin	9	0
D009369	Neoplasms	metformin	43	4
D009369	Neoplasms	compound a	1	0
D009369	Neoplasms	compound b	2	0
D009369	Neoplasms	compound c	3	0
D009369	Neoplasms	modified vaccinia virus ankara	2	0
D009369	Neoplasms	anti-her2 car t cells	1	0
D009369	Neoplasms	anti-cd20 car t cells	1	0
D009369	Neoplasms	gel	1	0
D009369	Neoplasms	gsno	2	0
D009369	Neoplasms	saline	27	0
D009369	Neoplasms	yk1	1	0
D009369	Neoplasms	aconitine	1	0
D009369	Neoplasms	schisandrin c	1	0
