nctid	nct_title	nct_link	status
NCT01784211	A Study of LY2605541 and Glargine and Exercise in Participants With Type 1 Diabetes	https://clinicaltrials.gov/study/NCT01784211	COMPLETED
NCT01784419	Short Term Effects of Ivacaftor in Non-G551D Cystic Fibrosis Patients	https://clinicaltrials.gov/study/NCT01784419	COMPLETED
NCT01785186	Evaluation of SQ109, High-dose Rifampicin, and Moxifloxacin in Adults With Smear-positive Pulmonary TB in a MAMS Design	https://clinicaltrials.gov/study/NCT01785186	COMPLETED
NCT01785472	Efficacy and Safety of LCZ696 in Comparison to Olmesartan in Asian Patients With Essential Hypertension	https://clinicaltrials.gov/study/NCT01785472	COMPLETED
NCT01785615	Prothrombotic Inflammatory Markers in Women With Metabolic Syndrome - Effect of Atorvastatin	https://clinicaltrials.gov/study/NCT01785615	COMPLETED
NCT01785849	Efficacy and Safety of Etelcalcetide (AMG 416) in the Treatment of Secondary Hyperparathyroidism (SHPT) in Patients With Chronic Kidney Disease on Hemodialysis	https://clinicaltrials.gov/study/NCT01785849	COMPLETED
NCT01785875	Extension Study of Etelcalcetide in the Treatment of Secondary Hyperparathyroidism (SHPT) in Patients With Chronic Kidney Disease (CKD) on Hemodialysis	https://clinicaltrials.gov/study/NCT01785875	COMPLETED
NCT01786239	Omega-3 Dietary Supplements in Schizophrenia	https://clinicaltrials.gov/study/NCT01786239	COMPLETED
NCT01786252	Effect of hCG on Receptivity of the Human Endometrium	https://clinicaltrials.gov/study/NCT01786252	COMPLETED
NCT01786668	Dose-Ranging Study Of Tofacitinib In Adults With Active Ankylosing Spondylitis	https://clinicaltrials.gov/study/NCT01786668	COMPLETED
NCT01786707	Autologous Stem Cell and Hyperbaric Oxygen Therapy in Type 2 Diabetes Mellitus	https://clinicaltrials.gov/study/NCT01786707	COMPLETED
NCT01787916	52 Week Trial of Liraglutide in Type 1 Diabetes	https://clinicaltrials.gov/study/NCT01787916	COMPLETED
NCT01788046	Efficacy and Safety of Etelcalcetide (AMG 416) in the Treatment of Secondary Hyperparathyroidism (SHPT) in Patients With Chronic Kidney Disease (CKD) on Hemodialysis	https://clinicaltrials.gov/study/NCT01788046	COMPLETED
NCT01788566	A Study of Gemcitabine-Cisplatin Chemotherapy Plus Necitumumab in the First-Line Treatment of Participants With Squamous Lung Cancer	https://clinicaltrials.gov/study/NCT01788566	COMPLETED
NCT01789255	Vorinostat, Tacrolimus, and Methotrexate in Preventing GVHD After Stem Cell Transplant in Patients With Hematological Malignancies	https://clinicaltrials.gov/study/NCT01789255	COMPLETED
NCT01789281	Everolimus Roll-over Protocol for Patients Who Have Completed a Previous Novartis-sponsored Everolimus Study.	https://clinicaltrials.gov/study/NCT01789281	COMPLETED
NCT01789814	Effect of Prasugrel Versus Clopidogrel on Platelet Function After Bivalirudin Cessation	https://clinicaltrials.gov/study/NCT01789814	COMPLETED
NCT01789905	Tygacil Drug Use Investigation	https://clinicaltrials.gov/study/NCT01789905	COMPLETED
NCT01790568	Vorinostat Plus Tacrolimus & Methotrexate to Prevent Graft vs Host Disease Following Unrelated Stem Cell Transplant	https://clinicaltrials.gov/study/NCT01790568	COMPLETED
NCT01790659	Phase 3 Study of Walter Reed (WR) 279,396 and Paromomycin Alone for the Treatment of Cutaneous Leishmaniasis in Panama	https://clinicaltrials.gov/study/NCT01790659	COMPLETED
NCT01790932	BKM120 For Triple Negative Breast Cancer	https://clinicaltrials.gov/study/NCT01790932	COMPLETED
NCT01791595	A Phase I Trial of AZD3965 in Patients With Advanced Cancer	https://clinicaltrials.gov/study/NCT01791595	COMPLETED
NCT01791803	Smoking Cessation After Hospitalization for a Cardiopulmonary Illness	https://clinicaltrials.gov/study/NCT01791803	COMPLETED
NCT01792284	A Study of LY2605541 in Participants With Type 1 Diabetes Mellitus	https://clinicaltrials.gov/study/NCT01792284	COMPLETED
NCT01792518	MARLINA - T2D : Efficacy, Safety & Modification of Albuminuria in Type 2 Diabetes Subjects With Renal Disease With LINAgliptin	https://clinicaltrials.gov/study/NCT01792518	COMPLETED
NCT01793051	Intervention for Symptom Burden During Maintenance Therapy for Multiple Myeloma	https://clinicaltrials.gov/study/NCT01793051	COMPLETED
NCT01793285	An Observational, Retrospective, Multicenter, National Study for the Monitoring of Subjects Who Participated in the LoadET Clinical Trial	https://clinicaltrials.gov/study/NCT01793285	COMPLETED
NCT01794689	Mechanisms of Sleep Disruption Hyperalgesia	https://clinicaltrials.gov/study/NCT01794689	COMPLETED
NCT01794702	Decitabine Followed by Clofarabine, Idarubicin, and Cytarabine in Acute Leukemia	https://clinicaltrials.gov/study/NCT01794702	COMPLETED
NCT01794793	Study to Allow Access to Pasireotide for Patients Benefiting From Pasireotide Treatment in Novartis-sponsored Studies	https://clinicaltrials.gov/study/NCT01794793	COMPLETED
NCT01795716	Bioequivalence Study of Mesylate Imatinib Capsule in Chronic Myeloid Leukemia Body	https://clinicaltrials.gov/study/NCT01795716	COMPLETED
NCT01796171	A Phase 1/2 Study of Betalutin for Treatment of Relapsed Non-Hodgkin Lymphoma	https://clinicaltrials.gov/study/NCT01796171	COMPLETED
NCT01796301	An Open-label Study to Evaluate the Effect of Treatment With Romosozumab or Teriparatide in Postmenopausal Women	https://clinicaltrials.gov/study/NCT01796301	COMPLETED
NCT01797484	Reduction of Ischemic Myocardium With Ranolazine-Treatment in Patients With Acute Myocardial Ischemia	https://clinicaltrials.gov/study/NCT01797484	COMPLETED
NCT01797575	N-Acetyl Cysteine and Aspirin as an Adjunctive Treatment for Bipolar Disorder	https://clinicaltrials.gov/study/NCT01797575	COMPLETED
NCT01797822	Effects of Dry Eye Treatments on the Ocular Surface	https://clinicaltrials.gov/study/NCT01797822	COMPLETED
NCT01798225	Relationship of Periodontal Disease Treatment and Type 2 Diabetes Mellitus in the Gullah Population	https://clinicaltrials.gov/study/NCT01798225	COMPLETED
NCT01798264	Open Label, 4 Week Study of ITCA 650 in Adults With Type 2 Diabetes	https://clinicaltrials.gov/study/NCT01798264	COMPLETED
NCT01798706	Efficacy and Safety of Lixisenatide Versus Placebo on Top of Basal Insulin and/or Oral Antidiabetic Treatment in Older Type 2 Diabetic Patients	https://clinicaltrials.gov/study/NCT01798706	COMPLETED
NCT01798992	Effect of Beta-blockers on Structural Remodeling and Gene Expression in the Failing Human Heart	https://clinicaltrials.gov/study/NCT01798992	COMPLETED
NCT01799590	Continuous Treatment Study of Topiramate in Migraine Participants	https://clinicaltrials.gov/study/NCT01799590	COMPLETED
NCT01801072	Seizure Prophylaxis in Aneurysm Repair	https://clinicaltrials.gov/study/NCT01801072	COMPLETED
NCT01801111	A Study of Alectinib (RO5424802) in Participants With Non-Small Cell Lung Cancer Who Have Anaplastic Lymphoma Kinase (ALK) Mutation and Failed Crizotinib Treatment	https://clinicaltrials.gov/study/NCT01801111	COMPLETED
NCT01801189	Preoperative Pain Control in Gastric Bypass Surgery Patients	https://clinicaltrials.gov/study/NCT01801189	COMPLETED
NCT01801436	A Post-Approval Pharmacokinetic Study of Bortezomib in Participants With Multiple Myeloma	https://clinicaltrials.gov/study/NCT01801436	COMPLETED
NCT01802333	Cytarabine and Daunorubicin Hydrochloride or Idarubicin and Cytarabine With or Without Vorinostat in Treating Younger Patients With Previously Untreated Acute Myeloid Leukemia	https://clinicaltrials.gov/study/NCT01802333	COMPLETED
NCT01802411	Intercostal Nerve Block With Liposome Bupivacaine in Subjects Undergoing Posterolateral Thoracotomy	https://clinicaltrials.gov/study/NCT01802411	COMPLETED
NCT01802437	An Adaptive Treatment Strategy for Adolescent Depression	https://clinicaltrials.gov/study/NCT01802437	COMPLETED
NCT01802879	Study to Allow Access to Single Agent Panobinostat for Patients Who Are on s.a. Panobinostat Treatment in a Novartis-sponsored Study and Continue to Benefit From the Treatment as Judged by the Investigator	https://clinicaltrials.gov/study/NCT01802879	COMPLETED
NCT01803074	Study to Evaluate a HIV Drug for the Treatment of HIV Infection	https://clinicaltrials.gov/study/NCT01803074	COMPLETED
NCT01803282	Study to Evaluate the Safety and Tolerability of Andecaliximab as Monotherapy and in Combination With Chemotherapy in Participants With Advanced Solid Tumors	https://clinicaltrials.gov/study/NCT01803282	COMPLETED
NCT01804036	Two Contrasting Interventions for Sleep Management	https://clinicaltrials.gov/study/NCT01804036	COMPLETED
NCT01804049	Metformin and Muscle in Insulin-resistant Older Veterans	https://clinicaltrials.gov/study/NCT01804049	COMPLETED
NCT01804075	Comparison Between Methadone and Morphine for Neonatal Opiate Withdrawal	https://clinicaltrials.gov/study/NCT01804075	COMPLETED
NCT01804946	Clinical Trial of Clinical Efficiency and Safety of Ergoferon in Treatment of Influenza	https://clinicaltrials.gov/study/NCT01804946	COMPLETED
NCT01805024	Congenital Muscular Dystrophy Ascending Multiple Dose Cohort Study Analyzing Pharmacokinetics at Three Dose Levels In Children and Adolescents With Assessment of Safety and Tolerability of Omigapil (CALLISTO)	https://clinicaltrials.gov/study/NCT01805024	COMPLETED
NCT01805089	Melatonin Versus Placebo in Breast Cancer	https://clinicaltrials.gov/study/NCT01805089	COMPLETED
NCT01805895	A Pilot Study of Minocycline in Intracerebral Hemorrhage Patients	https://clinicaltrials.gov/study/NCT01805895	COMPLETED
NCT01806623	The Study Of Fluconazole For Vulvovaginal Candidiasis	https://clinicaltrials.gov/study/NCT01806623	COMPLETED
NCT01806779	Combination Bupropion / Varenicline for Smoking Cessation in Male Smokers	https://clinicaltrials.gov/study/NCT01806779	COMPLETED
NCT01807026	A Study of LY2886721 in Healthy Participants and Participants Diagnosed With Alzheimer's Disease	https://clinicaltrials.gov/study/NCT01807026	COMPLETED
NCT01807221	Phase IIb Safety and Efficacy Study of Different Oral Doses of BAY94-8862 in Subjects With Worsening Chronic Heart Failure and Left Ventricular Systolic Dysfunction and Either Type 2 Diabetes Mellitus With or Without Chronic Kidney Disease or Chronic Kidney Disease Alone	https://clinicaltrials.gov/study/NCT01807221	COMPLETED
NCT01807234	Comparison of Ketorolac Nasal Spray to Sumatriptan Nasal Spray and Placebo for Acute Treatment of Migraine	https://clinicaltrials.gov/study/NCT01807234	COMPLETED
NCT01807611	Haploidentical Donor Hematopoietic Progenitor Cell and NK Cell Transplantation for Hematologic Malignancy	https://clinicaltrials.gov/study/NCT01807611	COMPLETED
NCT01808144	Lesinurad and Febuxostat Combination Extension Study in Gout	https://clinicaltrials.gov/study/NCT01808144	COMPLETED
NCT01808248	Sofosbuvir (GS-7977) in Combination With PEG and Ribavirin for 12 Weeks in Treatment Experienced Subjects With Chronic HCV Infection Genotype 2 or 3	https://clinicaltrials.gov/study/NCT01808248	COMPLETED
NCT01808339	To Investigate the Effects of Altering the Time of Day of Dosing (Morning or Evening) With Fluticasone Furoate 100 Micrograms Once Daily Administered Via a Dry Powder Inhaler in Subjects With Asthma	https://clinicaltrials.gov/study/NCT01808339	COMPLETED
NCT01808612	A Study of Fluoxetine in Major Depressive Disorder (MDD) Short-Term Dosing	https://clinicaltrials.gov/study/NCT01808612	COMPLETED
NCT01808651	A Study of Fluoxetine in Major Depressive Disorder (MDD) Long-Term Dosing	https://clinicaltrials.gov/study/NCT01808651	COMPLETED
NCT01808690	EMERALD: Effects of Metformin on Cardiovascular Function in Adolescents With Type 1 Diabetes	https://clinicaltrials.gov/study/NCT01808690	COMPLETED
NCT01809106	RCT Comparing the Analgesic Efficacy of 4 Therapeutic Strategies Based on 4 Different Major Opioids (Fentanyl, Oxycodone, Buprenorphine vs Morphine) in Cancer Patients With Moderate/Severe Pain, at the Moment of Starting 3rd Step of WHO Analgesic Ladder.	https://clinicaltrials.gov/study/NCT01809106	COMPLETED
NCT01809132	Efficacy Study of Anakinra, Pentoxifylline, and Zinc Compared to Methylprednisolone in Severe Acute Alcoholic Hepatitis	https://clinicaltrials.gov/study/NCT01809132	COMPLETED
NCT01809327	A Study to Evaluate the Effectiveness, Safety, and Tolerability of Canagliflozin in Combination With Metformin in the Treatment of Patients With Type 2 Diabetes Mellitus With Inadequate Glycemic Control With Diet and Exercise	https://clinicaltrials.gov/study/NCT01809327	COMPLETED
NCT01810380	Brexpiprazole in Patients With Acute Schizophrenia	https://clinicaltrials.gov/study/NCT01810380	COMPLETED
NCT01810783	Brexpiprazole in Patients With Schizophrenia	https://clinicaltrials.gov/study/NCT01810783	COMPLETED
NCT01810952	The Management of Glucocorticoid-Induced Hyperglycemia in Hospitalized Patients	https://clinicaltrials.gov/study/NCT01810952	COMPLETED
NCT01811147	Differentiating Unipolar and Bipolar Depression in Young Adults Using fMRI	https://clinicaltrials.gov/study/NCT01811147	COMPLETED
NCT01811498	Repeated Super-Selective Intraarterial Cerebral Infusion of Bevacizumab (Avastin) for Treatment of Newly Diagnosed GBM	https://clinicaltrials.gov/study/NCT01811498	COMPLETED
NCT01812057	Dexamethasone for Post-cesarean Delivery Pain	https://clinicaltrials.gov/study/NCT01812057	COMPLETED
NCT01812252	Chemotherapy in Treating Patients With Myelodysplastic Syndrome Before Donor Stem Cell Transplant	https://clinicaltrials.gov/study/NCT01812252	COMPLETED
NCT01812707	Efficacy and Safety Evaluation of Alirocumab (SAR236553/REGN727) in Patients With Primary Hypercholesterolemia on Stable Atorvastatin Therapy in Japan	https://clinicaltrials.gov/study/NCT01812707	COMPLETED
NCT01812837	The Use of Microneedles in Photodynamic Therapy	https://clinicaltrials.gov/study/NCT01812837	COMPLETED
NCT01813357	Does Rosuvastatin Delay Progression of Atherosclerosis in HIV	https://clinicaltrials.gov/study/NCT01813357	COMPLETED
NCT01813474	Investigate the Safety and Tolerability of Olaparib Tablet in Japanese Patients With Advanced Solid Malignancies	https://clinicaltrials.gov/study/NCT01813474	COMPLETED
NCT01813929	Effect of Metformin on Vascular and Mitochondrial Function in Type 1 Diabetes	https://clinicaltrials.gov/study/NCT01813929	COMPLETED
NCT01814137	A Randomised Trial Comparing Efficacy and Safety After Intensification With Either Insulin Aspart Once Daily as add-on or Changing to Basal Bolus Treatment With Insulin Degludec and Insulin Aspart in Subjects With Type 2 Diabetes Previously Treated With Insulin Degludec/Insulin Aspart Twice Daily	https://clinicaltrials.gov/study/NCT01814137	COMPLETED
NCT01814397	Pilot Study to Evaluate the Effect of Aromatase Inhibitor Therapy on Pain Threshold in Breast Cancer Patients	https://clinicaltrials.gov/study/NCT01814397	COMPLETED
NCT01814553	ADAM-Afatinib Diarrhea Assessment and Management	https://clinicaltrials.gov/study/NCT01814553	COMPLETED
NCT01814748	A Study of the Safety and Efficacy of Omarigliptin (MK-3102) in ≥18 and <45 Year-Old Participants With Type 2 Diabetes Mellitus and Inadequate Glycemic Control (MK-3102-028)	https://clinicaltrials.gov/study/NCT01814748	COMPLETED
NCT01814826	Study of MLN4924 Plus Azacitidine in Treatment-naive Participants With Acute Myelogenous Leukemia (AML) Who Are 60 Years or Older	https://clinicaltrials.gov/study/NCT01814826	COMPLETED
NCT01815008	Pharmacogenomics of Antiplatelet Response - I	https://clinicaltrials.gov/study/NCT01815008	COMPLETED
NCT01815138	Co-administration of Low Dose hCG at the Time of GnRH Agonist Trigger or 35 Hours Later for the Prevention of OHSS	https://clinicaltrials.gov/study/NCT01815138	COMPLETED
NCT01816074	Sequencing Treatments for Mothers With ADHD and Their At - Risk Children	https://clinicaltrials.gov/study/NCT01816074	COMPLETED
NCT01816243	An Efficacy and Safety Study of Transdermal Therapeutic System (TTS)-Fentanyl in Thai Participants With Chronic Non-Malignant Pain	https://clinicaltrials.gov/study/NCT01816243	COMPLETED
NCT01817582	Lotemax® Gel 0.5% and Restasis 0.05% in Participants With Mild or Moderate Keratoconjunctivitis Sicca (Dry Eye Disease)	https://clinicaltrials.gov/study/NCT01817582	COMPLETED
NCT01817751	Sorafenib, Valproic Acid, and Sildenafil in Treating Patients With Recurrent High-Grade Glioma	https://clinicaltrials.gov/study/NCT01817751	COMPLETED
NCT01817790	Assessment of Fluticasone Propionate on Ocular Allergy Symptoms	https://clinicaltrials.gov/study/NCT01817790	COMPLETED
NCT01817907	The Effects of Trazodone on Sleep Apnea Severity	https://clinicaltrials.gov/study/NCT01817907	COMPLETED
NCT01818063	Carboplatin and Combination Chemotherapy With or Without Veliparib in Treating Patients With Stage IIB-IIIC Breast Cancer	https://clinicaltrials.gov/study/NCT01818063	COMPLETED
NCT01818141	Study to Assess Inhibition of Spore Production in Patients With C. Difficile Infections: Fidaxomicin Versus Vancomycin	https://clinicaltrials.gov/study/NCT01818141	COMPLETED
NCT01818752	Phase 3 Study of Carfilzomib, Melphalan, Prednisone vs Bortezomib, Melphalan, Prednisone in Newly Diagnosed Multiple Myeloma	https://clinicaltrials.gov/study/NCT01818752	COMPLETED
NCT01819129	Efficacy and Safety of FIAsp Compared to Insulin Aspart in Combination With Insulin Glargine and Metformin in Adults With Type 2 Diabetes	https://clinicaltrials.gov/study/NCT01819129	COMPLETED
NCT01819935	Clinical Outcomes of Methicillin Resistant Staphylococcus Aureus (MRSA) Hospital-Based Pneumonia	https://clinicaltrials.gov/study/NCT01819935	COMPLETED
NCT01820260	Safety and Efficacy of Ingenol Mebutate Once Daily for 2 or 3 Consecutive Days in Subjects With Actinic Keratosis	https://clinicaltrials.gov/study/NCT01820260	COMPLETED
NCT01820572	A Study in Maintenance Kidney Transplant Recipients Following Conversion to Nulojix® (Belatacept)-Based	https://clinicaltrials.gov/study/NCT01820572	COMPLETED
NCT01821378	Lurasidone Low-Dose - High-Dose Study Study	https://clinicaltrials.gov/study/NCT01821378	COMPLETED
NCT01821560	Baclofen Effects in Cigarette Smokers	https://clinicaltrials.gov/study/NCT01821560	COMPLETED
NCT01822548	Effect of Vildagliptin vs. Glibenclamide on Circulating Endothelial Progenitor Cell Number Type 2 Diabetes	https://clinicaltrials.gov/study/NCT01822548	COMPLETED
NCT01824290	A Study of Tadalafil in Pediatric Participants With Pulmonary Arterial Hypertension (PAH)	https://clinicaltrials.gov/study/NCT01824290	COMPLETED
NCT01825798	Treatment of Overweight Induced by Antipsychotic Medication in Young People With Autism Spectrum Disorders (ASD)	https://clinicaltrials.gov/study/NCT01825798	COMPLETED
NCT01826487	Phase 3 Study of Ataluren in Participants With Nonsense Mutation Duchenne Muscular Dystrophy (nmDMD)	https://clinicaltrials.gov/study/NCT01826487	COMPLETED
NCT01826851	Parasternal Nerve Block in Cardiac Patients	https://clinicaltrials.gov/study/NCT01826851	COMPLETED
NCT01826981	Efficacy and Safety of Sofosbuvir Containing Regimens for the Treatment of Chronic HCV Infection in Participants With Chronic Genotype 1, 2, 3, or 6 HCV Infection	https://clinicaltrials.gov/study/NCT01826981	COMPLETED
NCT01827111	Phase II Study of Abraxane Plus Ipilimumab in Patients With Metastatic Melanoma	https://clinicaltrials.gov/study/NCT01827111	COMPLETED
NCT01827137	WT1 Vaccine Treatment of Patients With Multiple Myeloma After Autologous Stem Cell Transplantation	https://clinicaltrials.gov/study/NCT01827137	COMPLETED
NCT01827358	Safety and Efficacy of Mupirocin in Eradicating Colonization With S. Aureus in Critically Ill Infants	https://clinicaltrials.gov/study/NCT01827358	COMPLETED
NCT01827475	Ibuprofen Versus Acetaminophen vs Their Combination in the Relief of Musculoskeletal Pain in the Emergency Setting	https://clinicaltrials.gov/study/NCT01827475	COMPLETED
NCT01827787	Eribulin in HER2 Negative Metastatic BrCa	https://clinicaltrials.gov/study/NCT01827787	COMPLETED
NCT01828073	Evaluating the Safety and Pharmacokinetics of Raltegravir in Infants	https://clinicaltrials.gov/study/NCT01828073	COMPLETED
NCT01828099	LDK378 Versus Chemotherapy in Previously Untreated Patients With ALK Rearranged Non-small Cell Lung Cancer	https://clinicaltrials.gov/study/NCT01828099	COMPLETED
NCT01828112	LDK378 Versus Chemotherapy in ALK Rearranged (ALK Positive) Patients Previously Treated With Chemotherapy (Platinum Doublet) and Crizotinib	https://clinicaltrials.gov/study/NCT01828112	COMPLETED
NCT01828554	Capecitabine Pharmacokinetics(PK)-Actual Versus Ideal Body Weight	https://clinicaltrials.gov/study/NCT01828554	COMPLETED
NCT01829217	Sunitinib in Never-Smokers With Lung Adenocarcinoma	https://clinicaltrials.gov/study/NCT01829217	COMPLETED
NCT01829243	Milnacipran and Neurocognition, Pain and Fatigue in Fibromyalgia : A 13-week Randomized, Placebo Controlled Cross Over Trial	https://clinicaltrials.gov/study/NCT01829243	COMPLETED
NCT01829295	Methotrexate and Mycophenolate Mofetil for UVEITIS	https://clinicaltrials.gov/study/NCT01829295	COMPLETED
NCT01829711	Moxetumomab Pasudotox for Advanced Hairy Cell Leukemia	https://clinicaltrials.gov/study/NCT01829711	COMPLETED
NCT01830205	Pharmacokinetic and Safety Study of Daclatasvir in Patients With Renal Impairment	https://clinicaltrials.gov/study/NCT01830205	COMPLETED
NCT01830543	A Study Exploring Two Strategies of Rivaroxaban (JNJ39039039; BAY-59-7939) and One of Oral Vitamin K Antagonist in Patients With Atrial Fibrillation Who Undergo Percutaneous Coronary Intervention	https://clinicaltrials.gov/study/NCT01830543	COMPLETED
NCT01830816	Pharmacokinetics Study of Oral Ixazomib (MLN9708) in Relapsed/Refractory Multiple Myeloma and Advanced Solid Tumors Participants With Normal Renal Function or Severe Renal Impairment	https://clinicaltrials.gov/study/NCT01830816	COMPLETED
NCT01830842	Acute and Chronic Nicotine Modulation of Reinforcement Learning	https://clinicaltrials.gov/study/NCT01830842	COMPLETED
NCT01830881	Evaluation of Oral Midazolam in First-trimester Surgical Abortions	https://clinicaltrials.gov/study/NCT01830881	COMPLETED
NCT01831076	Preoperative Hormone Therapy for Postmenopausal Women With ER+ Clinical Stage T2-4 Tumors	https://clinicaltrials.gov/study/NCT01831076	COMPLETED
NCT01831765	Efficacy and Safety of FIAsp Compared to Insulin Aspart Both in Combination With Insulin Detemir in Adults With Type 1 Diabetes	https://clinicaltrials.gov/study/NCT01831765	COMPLETED
NCT01832038	Study to Evaluate the Safety, Tolerability, and Efficacy of Long-term Adjunctive Therapy With Lacosamide in Adults With Partial-onset Seizures	https://clinicaltrials.gov/study/NCT01832038	COMPLETED
NCT01832753	Treatment Trial of Subclinical Hypothyroidism in Down Syndrome	https://clinicaltrials.gov/study/NCT01832753	COMPLETED
NCT01833143	Bortezomib in KRAS-Mutant Non-Small Cell Lung Cancer in Never Smokers or Those With KRAS G12D	https://clinicaltrials.gov/study/NCT01833143	COMPLETED
NCT01833546	A Japanese Phase 1 Trial of TH-302 in Subjects With Solid Tumors and Pancreatic Cancer	https://clinicaltrials.gov/study/NCT01833546	COMPLETED
NCT01833754	Study of Romosozumab (AMG 785) Administered to Healthy Participants and Patients With Stage 4 Renal Impairment or Stage 5 Renal Impairment Requiring Hemodialysis	https://clinicaltrials.gov/study/NCT01833754	COMPLETED
NCT01833832	Surgery and Heated Chemotherapy for Adrenocortical Carcinoma	https://clinicaltrials.gov/study/NCT01833832	COMPLETED
NCT01834651	A Phase II Study of Cabozantinib (XL184) Therapy in Castrate Resistant Prostate Cancer (CRPC) With Visceral Metastases	https://clinicaltrials.gov/study/NCT01834651	COMPLETED
NCT01835158	Cabozantinib-s-malate or Sunitinib Malate in Treating Patients With Previously Untreated Locally Advanced or Metastatic Kidney Cancer	https://clinicaltrials.gov/study/NCT01835158	COMPLETED
NCT01835262	Low Dose Ketamine Versus Morphine for Moderate to Severe Pain in the Emergency Department	https://clinicaltrials.gov/study/NCT01835262	COMPLETED
NCT01835431	A Trial Investigating the Efficacy and Safety of Insulin Degludec/Insulin Aspart Once Daily Plus Insulin Aspart for the Remaining Meals Versus Insulin Detemir Once or Twice Daily Plus Meal Time Insulin Aspart in Children and Adolescents With Type 1 Diabetes Mellitus	https://clinicaltrials.gov/study/NCT01835431	COMPLETED
NCT01835626	Phase II Study of Radiation Therapy and Vismodegib for Advanced Head/Neck Basal Cell Carcinoma	https://clinicaltrials.gov/study/NCT01835626	COMPLETED
NCT01836029	Chemotherapy Plus Cetuximab in Combination With VTX-2337 in Patients With Recurrent or Metastatic Squamous Cell Carcinoma of the Head and Neck	https://clinicaltrials.gov/study/NCT01836029	COMPLETED
NCT01836276	Understanding Disparities in Quitting in African American and White Smokers	https://clinicaltrials.gov/study/NCT01836276	COMPLETED
NCT01836458	A Study to Find the Minimum Inhibitory Concentration of KAE609 in Adult Male Patients With P. Falciparum Monoinfection	https://clinicaltrials.gov/study/NCT01836458	COMPLETED
NCT01836471	A Study to Assess the Effect of QAW039 in Non-atopic Asthmatic Patients	https://clinicaltrials.gov/study/NCT01836471	COMPLETED
NCT01836523	The Efficacy and Safety of Liraglutide as Adjunct Therapy to Insulin in the Treatment of Type 1 Diabetes	https://clinicaltrials.gov/study/NCT01836523	COMPLETED
NCT01837680	Glycemic Control Using Insulin Levemir Versus Insulin NPH for Diabetes in Pregnancy	https://clinicaltrials.gov/study/NCT01837680	COMPLETED
NCT01837823	YELLOW II Study: Reduction in Coronary Yellow Plaque, Lipids and Vascular Inflammation by Aggressive Lipid Lowering	https://clinicaltrials.gov/study/NCT01837823	COMPLETED
NCT01838317	A Phase II Study of Pioglitazone for Patients With Cancer of the Pancreas	https://clinicaltrials.gov/study/NCT01838317	COMPLETED
NCT01838395	Phase IIa Study Evaluating Safety and Efficacy of BL-8040 in Relapsed/Refractory AML Patients	https://clinicaltrials.gov/study/NCT01838395	COMPLETED
NCT01838681	Brexpiprazole as Adjunctive Treatment in Patients With Major Depressive Disorder With an Inadequate Response to Antidepressant Treatment	https://clinicaltrials.gov/study/NCT01838681	COMPLETED
NCT01839110	Targeting the Right Ventricle in Pulmonary Hypertension	https://clinicaltrials.gov/study/NCT01839110	COMPLETED
NCT01839656	A Study to Assess the Efficacy, Safety and Pharmacokinetics of Nusinersen (ISIS 396443) in Infants With Spinal Muscular Atrophy (SMA)	https://clinicaltrials.gov/study/NCT01839656	COMPLETED
NCT01840345	The Role of N-acetyl-l-cysteine (NAC) as an Adjuvant to Opioid Treatment in Patients With Chronic Neuropathic Pain	https://clinicaltrials.gov/study/NCT01840345	COMPLETED
NCT01841281	L-arginine in Severe Asthma Patients Grouped by Exhaled Nitric Oxide Levels	https://clinicaltrials.gov/study/NCT01841281	COMPLETED
NCT01841593	A Two Way Cross Over Pharmacokinetic Interaction Study Between Raltegravir and Amlodipine in Healthy Volunteers	https://clinicaltrials.gov/study/NCT01841593	COMPLETED
NCT01841697	Study to Evaluate the Safety and Efficacy of the Addition of Omarigliptin (MK-3102) Compared With the Addition of Sitagliptin in Participants With Type 2 Diabetes Mellitus With Inadequate Glycemic Control on Metformin (MK-3102-026)	https://clinicaltrials.gov/study/NCT01841697	COMPLETED
NCT01841762	Clinical Study of Macitentan in Patients With Pulmonary Arterial Hypertension to Psychometrically Validate the PAH-SYMPACT Instrument	https://clinicaltrials.gov/study/NCT01841762	COMPLETED
NCT01842581	The Safety/Efficacy of Rifaximin With/Without Lactulose in Participants With A History of Recurrent Hepatic Encephalopathy	https://clinicaltrials.gov/study/NCT01842581	COMPLETED
NCT01842620	OXEMET™ 1000 mg Coated Tablets (Metformin Hydrochloride) Bioequivalence Study. OXEMET (TM) is a Trademark of the GlaxoSmithKline Group of Companies. GLAFORNIL(TM) is a Trademark of Merck.	https://clinicaltrials.gov/study/NCT01842620	COMPLETED
NCT01842841	Multicenter Extension Study of Velaglucerase Alfa in Japanese Patients With Gaucher Disease	https://clinicaltrials.gov/study/NCT01842841	COMPLETED
NCT01843023	Extended Release Naltrexone for Opioid-Dependent Youth	https://clinicaltrials.gov/study/NCT01843023	COMPLETED
NCT01843205	Buspirone as a Candidate Medication for Methamphetamine Abuse	https://clinicaltrials.gov/study/NCT01843205	COMPLETED
NCT01843348	12 Month Athena Study: Everolimus vs. Standard Regimen in de Novo Kidney Transplant Patients	https://clinicaltrials.gov/study/NCT01843348	COMPLETED
